"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/11/10 09:12:24","15","-0.379","9.652","102823","139.934229","patrol01","37.521679","1447114380425","20151110_091224","0.98"
"2015/11/10 09:12:24","15","-0.359","9.637","102824","139.93422","patrol01","37.521678","1447114380525","20151110_091224","1.139"
"2015/11/10 09:12:24","15","-0.238","9.613","102825","139.934212","patrol01","37.521678","1447114380626","20151110_091224","1.226"
"2015/11/10 09:12:24","15","-0.139","9.632","102826","139.934204","patrol01","37.521677","1447114380727","20151110_091224","1.216"
"2015/11/10 09:12:24","15","-0.067","9.706","102827","139.934196","patrol01","37.521676","1447114380823","20151110_091224","1.21"
"2015/11/10 09:12:24","15","-0.047","9.76","102828","139.934188","patrol01","37.521675","1447114380923","20151110_091224","1.276"
"2015/11/10 09:12:24","15","-0.026","9.629","102829","139.93418","patrol01","37.521674","1447114381024","20151110_091224","1.389"
"2015/11/10 09:12:24","15","-0.045","9.619","102830","139.934172","patrol01","37.521674","1447114381125","20151110_091224","1.417"
"2015/11/10 09:12:24","15","-0.079","9.768","102831","139.934164","patrol01","37.521673","1447114381225","20151110_091224","1.398"
"2015/11/10 09:12:24","15","-0.118","9.915","102832","139.934155","patrol01","37.521672","1447114381326","20151110_091224","1.284"
"2015/11/10 09:12:24","13","-0.165","9.778","102833","139.93415","patrol01","37.521669","1447114381427","20151110_091224","1.408"
"2015/11/10 09:12:24","13","-0.173","9.589","102834","139.934144","patrol01","37.521666","1447114381527","20151110_091224","1.551"
"2015/11/10 09:12:24","13","-0.205","9.562","102835","139.934139","patrol01","37.521662","1447114381623","20151110_091224","1.696"
"2015/11/10 09:12:24","13","-0.16","9.69","102836","139.934133","patrol01","37.521659","1447114381724","20151110_091224","1.858"
"2015/11/10 09:12:24","13","-0.071","9.838","102837","139.934128","patrol01","37.521656","1447114381825","20151110_091224","1.916"
"2015/11/10 09:12:24","13","-0.108","9.854","102838","139.934122","patrol01","37.521652","1447114381925","20151110_091224","1.905"
"2015/11/10 09:12:24","13","-0.168","9.742","102839","139.934117","patrol01","37.521649","1447114382026","20151110_091224","1.828"
"2015/11/10 09:12:24","13","-0.236","9.731","102840","139.934111","patrol01","37.521646","1447114382127","20151110_091224","1.757"
"2015/11/10 09:12:24","13","-0.338","9.786","102841","139.934106","patrol01","37.521642","1447114382227","20151110_091224","1.767"
"2015/11/10 09:12:24","13","-0.398","9.716","102842","139.934101","patrol01","37.521639","1447114382323","20151110_091224","1.832"
"2015/11/10 09:12:24","10","-0.405","9.69","102843","139.934097","patrol01","37.521633","1447114382424","20151110_091224","1.844"
"2015/11/10 09:12:24","10","-0.326","9.789","102844","139.934093","patrol01","37.521627","1447114382525","20151110_091224","1.955"
"2015/11/10 09:12:24","10","-0.295","9.848","102845","139.934089","patrol01","37.521621","1447114382625","20151110_091224","1.896"
"2015/11/10 09:12:24","10","-0.4","9.622","102846","139.934085","patrol01","37.521615","1447114382726","20151110_091224","1.896"
"2015/11/10 09:12:24","10","-0.37","9.843","102847","139.934081","patrol01","37.521608","1447114382827","20151110_091224","1.683"
"2015/11/10 09:12:24","10","-0.443","9.743","102848","139.934077","patrol01","37.521602","1447114382927","20151110_091224","1.598"
"2015/11/10 09:12:24","10","-0.535","9.697","102849","139.934074","patrol01","37.521596","1447114383023","20151110_091224","1.643"
"2015/11/10 09:12:24","10","-0.472","9.755","102850","139.93407","patrol01","37.52159","1447114383129","20151110_091224","1.64"
"2015/11/10 09:12:24","10","-0.488","9.655","102851","139.934066","patrol01","37.521584","1447114383225","20151110_091224","1.56"
"2015/11/10 09:12:24","10","-0.537","9.582","102852","139.934062","patrol01","37.521578","1447114383324","20151110_091224","1.333"
"2015/11/10 09:12:24","10","-0.623","9.484","102853","139.934059","patrol01","37.521572","1447114383426","20151110_091224","1.149"
"2015/11/10 09:12:24","10","-0.59","9.67","102854","139.934057","patrol01","37.521567","1447114383525","20151110_091224","1.121"
"2015/11/10 09:12:24","10","-0.656","9.787","102855","139.934054","patrol01","37.521562","1447114383627","20151110_091224","1.146"
"2015/11/10 09:12:24","10","-0.748","9.705","102856","139.934051","patrol01","37.521558","1447114383723","20151110_091224","1.203"
