"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/12/17 13:06:56","21","0.136","10.425","4655795","139.897354","patrol02","37.491108","1450325305831","20151217_130656","0.762"
"2015/12/17 13:06:56","21","0.61","9.994","4655796","139.897359","patrol02","37.491097","1450325305931","20151217_130656","0.742"
"2015/12/17 13:06:56","21","0.507","9.256","4655797","139.897363","patrol02","37.491086","1450325306032","20151217_130656","0.733"
"2015/12/17 13:06:56","21","0.248","9.094","4655798","139.897367","patrol02","37.491075","1450325306133","20151217_130656","0.482"
"2015/12/17 13:06:56","21","0.675","9.336","4655799","139.897371","patrol02","37.491064","1450325306229","20151217_130656","0.351"
"2015/12/17 13:06:56","21","0.491","9.766","4655800","139.897375","patrol02","37.491054","1450325306329","20151217_130656","0.285"
"2015/12/17 13:06:56","18","0.052","9.961","4655801","139.897379","patrol02","37.491043","1450325306430","20151217_130656","0.324"
"2015/12/17 13:06:56","18","0.172","9.882","4655802","139.897383","patrol02","37.491032","1450325306531","20151217_130656","0.443"
"2015/12/17 13:06:56","18","0.259","9.619","4655803","139.897387","patrol02","37.491021","1450325306631","20151217_130656","0.465"
"2015/12/17 13:06:56","18","0.302","9.434","4655804","139.89739","patrol02","37.49101","1450325306732","20151217_130656","0.514"
"2015/12/17 13:06:56","18","0.243","9.392","4655805","139.897394","patrol02","37.490999","1450325306833","20151217_130656","0.514"
"2015/12/17 13:06:56","18","0.219","9.618","4655806","139.897398","patrol02","37.490988","1450325306933","20151217_130656","0.476"
"2015/12/17 13:06:56","18","0.259","9.862","4655807","139.897401","patrol02","37.490978","1450325307029","20151217_130656","0.361"
"2015/12/17 13:06:56","18","0.471","9.78","4655808","139.897405","patrol02","37.490967","1450325307130","20151217_130656","0.387"
"2015/12/17 13:06:56","18","0.248","9.689","4655809","139.897408","patrol02","37.490956","1450325307231","20151217_130656","0.456"
"2015/12/17 13:06:56","18","0.193","9.548","4655810","139.897412","patrol02","37.490945","1450325307331","20151217_130656","0.264"
"2015/12/17 13:06:56","18","0.518","9.616","4655811","139.897415","patrol02","37.490935","1450325307432","20151217_130656","0.351"
"2015/12/17 13:06:56","18","0.587","9.548","4655812","139.897419","patrol02","37.490925","1450325307533","20151217_130656","0.407"
"2015/12/17 13:06:56","18","0.366","9.429","4655813","139.897422","patrol02","37.490915","1450325307633","20151217_130656","0.326"
"2015/12/17 13:06:56","18","0.218","9.521","4655814","139.897425","patrol02","37.490905","1450325307729","20151217_130656","0.251"
