"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/11/12 12:48:52","21","-0.454","9.611","108720","139.937403","patrol01","37.521424","1447300224890","20151112_124852","-2.897"
"2015/11/12 12:48:52","21","-0.419","9.602","108721","139.937398","patrol01","37.521424","1447300224991","20151112_124852","-2.887"
"2015/11/12 12:48:52","21","-0.432","9.728","108722","139.937394","patrol01","37.521424","1447300225092","20151112_124852","-2.787"
"2015/11/12 12:48:52","21","-0.474","9.745","108723","139.937389","patrol01","37.521424","1447300225192","20151112_124852","-2.771"
"2015/11/12 12:48:52","21","-0.503","9.61","108724","139.937384","patrol01","37.521424","1447300225293","20151112_124852","-2.779"
"2015/11/12 12:48:52","21","-0.538","9.592","108725","139.93738","patrol01","37.521425","1447300225389","20151112_124852","-2.72"
"2015/11/12 12:48:52","21","-0.581","9.652","108726","139.937375","patrol01","37.521425","1447300225489","20151112_124852","-2.598"
"2015/11/12 12:48:52","21","-0.588","9.654","108727","139.937371","patrol01","37.521425","1447300225590","20151112_124852","-2.541"
"2015/11/12 12:48:52","21","-0.683","9.704","108728","139.937366","patrol01","37.521425","1447300225691","20151112_124852","-2.307"
"2015/11/12 12:48:52","21","-0.762","9.696","108729","139.937361","patrol01","37.521425","1447300225791","20151112_124852","-2.023"
"2015/11/12 12:48:52","16","-0.84","9.757","108730","139.937357","patrol01","37.521425","1447300225892","20151112_124852","-1.775"
"2015/11/12 12:48:52","16","-0.854","9.778","108731","139.937351","patrol01","37.521426","1447300225993","20151112_124852","-1.539"
"2015/11/12 12:48:52","16","-0.925","9.809","108732","139.937345","patrol01","37.521426","1447300226089","20151112_124852","-1.329"
"2015/11/12 12:48:52","16","-0.974","9.695","108733","139.937339","patrol01","37.521427","1447300226189","20151112_124852","-1.018"
"2015/11/12 12:48:52","16","-1.028","9.758","108734","139.937333","patrol01","37.521427","1447300226290","20151112_124852","-0.72"
"2015/11/12 12:48:52","16","-1.097","9.747","108735","139.937327","patrol01","37.521428","1447300226391","20151112_124852","-0.491"
"2015/11/12 12:48:52","16","-1.165","9.727","108736","139.937321","patrol01","37.521428","1447300226491","20151112_124852","-0.309"
"2015/11/12 12:48:52","16","-1.191","9.534","108737","139.937315","patrol01","37.521429","1447300226592","20151112_124852","-0.215"
"2015/11/12 12:48:52","16","-1.286","9.429","108738","139.93731","patrol01","37.521429","1447300226693","20151112_124852","-0.22"
"2015/11/12 12:48:52","16","-1.291","9.571","108739","139.937304","patrol01","37.521429","1447300226789","20151112_124852","-0.34"
"2015/11/12 12:48:52","17","-1.22","9.794","108740","139.937298","patrol01","37.52143","1447300226889","20151112_124852","-0.475"
"2015/11/12 12:48:52","17","-1.185","9.827","108741","139.937292","patrol01","37.521433","1447300226990","20151112_124852","-0.547"
"2015/11/12 12:48:52","17","-1.215","9.685","108742","139.937286","patrol01","37.521436","1447300227091","20151112_124852","-0.601"
"2015/11/12 12:48:52","17","-1.203","9.731","108743","139.93728","patrol01","37.52144","1447300227191","20151112_124852","-0.571"
"2015/11/12 12:48:52","17","-1.183","9.8","108744","139.937275","patrol01","37.521443","1447300227292","20151112_124852","-0.588"
"2015/11/12 12:48:52","17","-1.19","9.722","108745","139.937269","patrol01","37.521446","1447300227393","20151112_124852","-0.575"
"2015/11/12 12:48:52","17","-1.169","9.827","108746","139.937263","patrol01","37.521449","1447300227493","20151112_124852","-0.58"
"2015/11/12 12:48:52","17","-1.15","9.711","108747","139.937257","patrol01","37.521452","1447300227589","20151112_124852","-0.535"
"2015/11/12 12:48:52","17","-1.127","9.711","108748","139.937251","patrol01","37.521456","1447300227690","20151112_124852","-0.538"
"2015/11/12 12:48:52","17","-1.134","9.679","108749","139.937246","patrol01","37.521459","1447300227791","20151112_124852","-0.527"
"2015/11/12 12:48:52","19","-1.105","9.709","108750","139.93724","patrol01","37.521462","1447300227891","20151112_124852","-0.463"
"2015/11/12 12:48:52","19","-1.109","9.729","108751","139.93723","patrol01","37.521463","1447300227992","20151112_124852","-0.452"
"2015/11/12 12:48:52","19","-1.096","9.603","108752","139.937221","patrol01","37.521464","1447300228093","20151112_124852","-0.421"
