"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/10/27 08:34:59","24","-0.539","10.1","1974","139.936387","patrol02","37.523644","1445902542940","20151027_083459","0.063"
"2015/10/27 08:34:59","24","-0.568","10.074","1975","139.93639","patrol02","37.523633","1445902543040","20151027_083459","0.087"
"2015/10/27 08:34:59","24","-0.633","10.163","1976","139.936394","patrol02","37.523623","1445902543141","20151027_083459","0.117"
"2015/10/27 08:34:59","24","-0.595","10.249","1977","139.936397","patrol02","37.523613","1445902543242","20151027_083459","0.159"
"2015/10/27 08:34:59","24","-0.58","10.125","1978","139.9364","patrol02","37.523603","1445902543338","20151027_083459","0.111"
"2015/10/27 08:34:59","24","-0.516","10.084","1979","139.936403","patrol02","37.523593","1445902543438","20151027_083459","-0.084"
"2015/10/27 08:34:59","24","-0.513","10.098","1980","139.936406","patrol02","37.523582","1445902543539","20151027_083459","-0.227"
"2015/10/27 08:34:59","24","-0.595","10.1","1981","139.93641","patrol02","37.523572","1445902543640","20151027_083459","-0.202"
"2015/10/27 08:34:59","24","-0.595","10.227","1982","139.936413","patrol02","37.523561","1445902543740","20151027_083459","-0.119"
"2015/10/27 08:34:59","24","-0.544","10.178","1983","139.936416","patrol02","37.523551","1445902543841","20151027_083459","-0.129"
"2015/10/27 08:34:59","22","-0.489","10.118","1984","139.936422","patrol02","37.523542","1445902543942","20151027_083459","-0.247"
"2015/10/27 08:34:59","22","-0.57","9.958","1985","139.936428","patrol02","37.523533","1445902544038","20151027_083459","-0.335"
"2015/10/27 08:34:59","22","-0.59","9.927","1986","139.936435","patrol02","37.523524","1445902544138","20151027_083459","-0.37"
"2015/10/27 08:34:59","22","-0.574","10.04","1987","139.936442","patrol02","37.523514","1445902544239","20151027_083459","-0.149"
"2015/10/27 08:34:59","22","-0.623","10.091","1988","139.936448","patrol02","37.523505","1445902544340","20151027_083459","-0.023"
